identifier,name,description,image,url,fileFormat,interior,tipo-evento,isAccesibleForFree,eventAttendanceMode,workPerformed,doorTime,audience,maximumAttendeeCapacity,typicalAgeRange,startDate,endDate,eventStatus,addressRegion,addressLocality,nombre,id,streetAddress,postalCode
1285153724090,"'Versiones Pop Rock años 60, 70, 80, 90' (BACK TO THE COVERS)","Back to the Cover es un grupo de versiones de clásicos del rock, esos temas que todos conocemos, aunque no siempre sepamos quiénes son sus intérpretes. Canciones que nos llevarán desde los años 60, 70, 80, 90...hasta nuestros días. Grupo creado para mantener la atención del espectador, ya que todos sus temas son reconocidos por los amantes de la música en general. Ideal para todo tipo de eventos en los que se quiera disfrutar de buena música, repasando los mejores clásicos del rock de la historia.","https://datosabiertos.jcyl.es/web/jcyl/binarios/607/319/BACK%20TO%20THE%20COVERS,2.jpeg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true",https://www.facebook.com/backtothecovers,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/concierto,true,Prensecial,,,Todos los públicos,,0-,2022-08-09T22:00+01:00,2022-08-09T00:00+01:00,Por empezar,Salamanca,Vitigudino,Centro Cultural (Vitigudino),1284236230890,"C/ San Blas, 2.",37210
3423,Paquete especial Semana Santa. Entradas a espacios interiores del Castillo de Lorca. (Del 14 al 17 de Abril),Recorre el Castillo al completo y a tu ritmo con una audioguía mientras disfrutas del aire libre y del mejor paisaje del valle.,http://lorcaturismo.es/imagensubidas/castillo-Lorca.jpg,https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3423,HTML,false,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/turismo,false,Presencial,,,Todos los publicos,,0-,2020-04-14T0:00:00+01:00,2022-04-17T0:00:00+01:00,Terminado,Murcia,Lorca,Castillo de Lorca - Fortaleza del Sol,1,CASTILLO FORTALEZA DEL SOL. S. X - XX,30800
3403,EXPOSICIÓN CARTELES DE SEMANA SANTA LORCA,Una retrospectiva de la cartelería de Semana Santa,http://lorcaturismo.es/imagensubidas/14032013122937.jpg,https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3403,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/exposicion,true,Presencial,,,Todos los publicos,,0-,2022-03-29T0:00:00+01:00,2022-04-17T0:00:00+01:00,Terminado,Murcia,Lorca, PALACIO DE GUEVARA. S. XVII - XVIII,7,C/ Lope Gisbert,30800
3426,El Rey Sabio para niños: el ajedrez y la Torre Alfonsina ,"Participa en una visita guiada especial orientada a familias con niños centrada en el conocimiento de Alfonso X El Sabio y su relación con Lorca, descubriendo su pasión por el ajedrez mientras juegas como un niño con nuestro ajedrez gigante,
fiel reproducción del que se usaba en su época.",http://lorcaturismo.es/imagensubidas/castillo-Lorca.jpg,https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3426,HTML,false,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/ajedrez,false,Presencial,,,Infantil,,0-18,2022-04-02T0:00:00+01:00,2022-04-23T0:00:00+01:00,Terminado,Murcia,Lorca,Castillo de Lorca - Fortaleza del Sol,1,CASTILLO FORTALEZA DEL SOL. S. X - XX,30800
3421,SILVESTRISMO,"Concurso de canto de jilgueros y mixtos

",https://culturayfestejos.lorca.es/imagAgenda/0848246042022160781.jpeg,https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3421,HTML,false,http://vocab.linkeddata.es/page/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/concurso,true,Presencial,,,Todos los publicos,,0-,2022-04-09T0:00:00+01:00,2022-04-09T0:00:00+01:00,Terminado,Murcia,Lorca,Estadio Fco. Artés Carrasco,63,"C/ Diseminado Torrecilla, 84D",30817
3360,AUTOMOVILISMO,Rallye T.C. Zarcilla de Ramos,https://culturayfestejos.lorca.es/imagAgenda/0642375042022787881.jpg,https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3360,HTML,true,http://vocab.linkeddata.es/page/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/rallye,true,Presencial,,,Todos los publicos,,0-,2022-04-09T0:00:00+01:00,2022-04-09T0:00:00+01:00,Terminado,Murcia,Lorca,Zarcilla de Ramos,16,"CR. DE LORCA, 3","30810
"
3317,Visita teatralizada: EL SECRETO DEL IRLANDÉS,Recorreremos el centro monumental siguiendo una trama de misterio,http://lorcaturismo.es/imagensubidas/oficina-virtual-turismo.jpg,https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3317,HTML,false,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/excursion,true,Presencial,,,Todos los públicos,,0-,2022-06-04T0:00:00+01:00,2022-06-04T0:00:00+01:00,Por empezar,Murcia,Lorca,OFICINA DE TURISMO DE LORCA. PLAZA DE ESPAÑA,67,"Plaza de España, 7",30800
3302,Visita guiada: LORCA MONUMENTAL Y SU BORDADO,,http://lorcaturismo.es/imagensubidas/oficina-virtual-turismo.jpg,https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3302,HTML,false,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/excursion,true,Presencial,,,Todos los públicos,,0-,2022-06-09T0:00:00+01:00,2022-06-09T0:00:00+01:00,Por empezar,Murcia,Lorca,OFICINA DE TURISMO DE LORCA. PLAZA DE ESPAÑA,67,"Plaza de España, 7",30800
3328,Visita guiada: EL CASCO ANTIGUO DE LORCA,,http://lorcaturismo.es/imagensubidas/oficina-virtual-turismo.jpg,https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3328,HTML,false,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/excursion,true,Presencial,,,Todos los públicos,,0-,2022-06-18T0:00:00+01:00,2022-06-18T0:00:00+01:00,Por empezar,Murcia,Lorca,OFICINA DE TURISMO DE LORCA. PLAZA DE ESPAÑA,67,"Plaza de España, 7",30800
11637393,Abalconados 2020,Comedia gestual sobre el confinamiento dirigida por Jony Elías.    ,https://www.madrid.es/UnidadesDescentralizadas/DistritoCiudadLineal/PROGRAMACIONCULTURAL/2022ABRIL/CC%20SAN%20JUAN%20BAUTISTA/Eventos/ficheros/Abalconados.jpeg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=55ed5d8cc3cbf710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/monologo,true,Presencial,,,Mayores,,12-,2022-04-29T19:00+01:00,2022-04-29T20:20+01:00,Terminado,Madrid,Madrid,Centro Cultural San Juan Bautista (Ciudad Lineal),1958,CALLE SAN NEMESIO 4,28043
11637388,Amores en Quequén,"Compañía argentina en gira internacional, presenta una función con música en vivo al estilo de las comedias musicales, títeres grandes y retablos móviles. Una historia de almas gemelas.",https://www.madrid.es/UnidadesDescentralizadas/DistritoCiudadLineal/PROGRAMACIONCULTURAL/2022ABRIL/CC%20SAN%20JUAN%20BAUTISTA/Eventos/ficheros/Amores.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab9d5d8cc3cbf710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/concierto,true,Presencial,,,Infantil,,2-99,2022-04-02T18:00+01:00,2022-04-02T19:00+01:00,Terminado,Madrid,Madrid,Centro Cultural San Juan Bautista (Ciudad Lineal),1958,CALLE SAN NEMESIO 4,28043
11578054,Antonio Lizana (Latina),"La música de Antonio Lizana supone un viaje desde las raíces del flamenco hasta el jazz contemporáneo, que se entrelaza con letras que muestran un compromiso personal con la verdad y con el desarrollo de la conciencia humana a nivel global.",https://www.madrid.es/UnidadesDescentralizadas/CiudadDistrito/ficheros/CIUDAD_DISTRITO_131667_es.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=052accd334b8e710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/concierto,true,Presencial,,,Todos los publicos,,16-,2022-11-26T20:00+01:00,2022-11-26,Por empezar,Madrid,Madrid,Auditorio y sala de exposiciones Paco de Lucía (Latina),139451,AVENIDA LAS AGUILAS 2,28044
11591790,Ari Tavares - Villa de Vallecas,"Nacido en Portugal, Ari Tavares empezó su viaje musical desde su infancia en Cabo Verde, donde se especializó en beatbox y percusión. Interesado por los samples y las frecuencias, a través del ordenador descubrió la manera de producir todo tipo de sonoridades, desde el afro jazz a los sonidos funky, pasando por el lo-fi y el future rap.",https://www.madrid.es/UnidadesDescentralizadas/CiudadDistrito/ficheros/CIUDAD_DISTRITO_133738_es.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e445847c2f4ce710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/concierto,true,Presencial,,,Todos los publicos,,16-,2022-10-22T20:00+01:00,2022-10-22,Por empezar,Madrid,Madrid,Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas),182139,CALLE REAL DE ARGANDA 39,28031
11615773,Asesoría informática,"Si tienes dudas básicas de informática y sobre el uso de tu móvil, tableta o tu ordenador, contacta con nosotras y te ayudaremos.",https://www.madrid.es/UnidadesDescentralizadas/IgualdadDeOportunidades/ContenidosBasicos/Actividades/Espacios%20Igualdad/2022/carmechacon/ficheros/permanente_asesoriainformatica_carmechacon.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d3580746844f710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/taller,true,Presencial,,,Mujeres,,18-,2022-03-07T13:30+01:00,2022-12-26T14:30+01:00,Por empezar,Madrid,Madrid,Espacio de Igualdad Carme Chacón. Hortaleza,10759229,CALLE MATAPOZUELOS 2,28043
11566513,Batucada feminista,"Únete a este espacio de re-percusión. Un lugar de encuentro para mujeres, donde a través de la percusión y los ritmos propuestos, poder expresarnos, crear redes entre mujeres y fortalecer nuestro lado más artístico y creativo. ",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=08ae6591d0a2e710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/taller,true,Presencial,,,Mujeres,,18-,2022-01-14T19:00+01:00,2022-06-17T20:30+01:00,Por empezar,Madrid,Madrid,Espacio de Igualdad Elena Arnedo Soriano. Retiro,10662957,CALLE ARREGUI Y ARUEJ 31,28007
11580799,"Bengala, una vida en doce asaltos (Hortaleza)","El campeón Mundial de boxeo 'Maravilla' Martínez protagoniza esta obra que, en contraposición con su historia, habla de un sueño que se acaba, de un boxeador al que se le termina el tiempo de un reloj que golpea en su cabeza, una campana que lo aturde: su pasado y su presente. ",https://www.madrid.es/UnidadesDescentralizadas/CiudadDistrito/ficheros/CIUDAD_DISTRITO_132592_es.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=43f58e4cbaa9e710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/teatro,true,Presencial,,,Adultos,,18-,2022-10-14T19:00+01:00,2022-10-14T20:30+01:00,Por empezar,Madrid,Madrid,Centro Cultural Carril del Conde (Hortaleza),118317,CALLE CARRIL DEL CONDE 57,28043
11640435,Cavernícola,"Establecida al inicio de los tiempos, cuando criaturas prehistóricas y Mamuts lanudos deambulaban por la tierra, El Cavernícola narra la historia de Dug, junto con su amigo Cerdog, cuando ellos unen a su tribu en contra del archienemigo Lord Nooth y su Ciudad de la Era del Bronce para salvar su hogar. Edad recomendada para todos los públicos.",https://www.madrid.es/UnidadesDescentralizadas/DistritoMoratalaz/Actividades/2022/Abril/ficheros/cavernicola.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c8152bbe480df710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/pelicula,true,Presencial,,,Infantil,,0-16,2022-04-02T12:00+01:00,2022-04-02,Terminado,Madrid,Madrid,Centro Cultural el Torito (Moratalaz),1940,AVENIDA MORATALAZ 130,28030
11566482,Círculo de mujeres: autodescubrimiento y autoestima,"Este es un espacio de encuentro para mujeres, donde nos reunimos para compartir nuestras experiencias, para expresarnos tal y como somos, para conectar con nuestra creatividad y sabiduría, para aprender con otras mujeres. Un taller para conocerte, abrazarte y cuidarte. ",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b93d6591d0a2e710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/taller,true,Presencial,,,Mujeres,,18-,2022-04-07T18:30+01:00,2022-06-16T20:00+01:00,Por empezar,Madrid,Madrid,Espacio de Igualdad Elena Arnedo Soriano. Retiro,10662957,CALLE ARREGUI Y ARUEJ 31,28007
11566487,Creciendo juntas,"A través del movimiento, el ritmo, la danza-baile, la expresividad, el trabajo con los personajes, el teatro, la voz y sonido creamos juntas un espacio para liberarnos de aquello que nos molesta y atormenta (soltar la rabia, la impotencia, la depresión, el dolor...).",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb9d6591d0a2e710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/taller,true,Presencial,,,Mujeres,,18-,2022-03-30T17:00+01:00,2022-06-22T19:00+01:00,Por empezar,Madrid,Madrid,Espacio de Igualdad Elena Arnedo Soriano. Retiro,10662957,CALLE ARREGUI Y ARUEJ 31,28007
10621974,Dance Studio 23,Participa en nuestro grupo de danzas urbanas y aprende todo tipo de pasos y estilos que te puedas imaginar y de forma gratuita. ¡No te lo pierdas! ,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=aaf8afe611991610VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/danza,true,Presencial,,,Jovenes,15,,2022-04-07T18:30+01:00,2022-04-28T19:30+01:00,Terminado,Madrid,Madrid,Centro Juvenil Carabanchel Alto,4703662,CALLE ALFONSO FERNANDEZ 23,28044
11587808,Degustación de felicidad,"Un espacio abierto para el autocuidado donde compartiremos estrategias y técnicas de relajación y bienestar aplicables a la vida cotidiana. Se trata de un taller pensado para hacer un alto en el camino para contactar con tu cuerpo, coger fuerza y cuidar de tu salud física y emocional. Si te apetece dedicarte un rato para ti y compartir con otras mujeres, no lo dudes ¡te esperamos todos los miércoles en este taller exprés antiestrés! Puedes venir a sesiones sueltas o de forma continuada.",https://www.madrid.es/UnidadesDescentralizadas/IgualdadDeOportunidades/ContenidosBasicos/Actividades/Espacios%20Igualdad/2022/elenaarnedo/ficheros/miercoles_felicidad_arnedo.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a9c8d03a6abe710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/taller,true,Presencial,,,Mujeres,,18-,2022-04-06T10:30+01:00,2022-06-22T11:30+01:00,Por empezar,Madrid,Madrid,Espacio de Igualdad Elena Arnedo Soriano. Retiro,10662957,CALLE ARREGUI Y ARUEJ 31,28007
11413107,Dystopie,"En Dystopie todos execran de la propiedad privada, pero secretamente trabajan para obtenerla. Todos detestan las diferencias, pero siempre buscan ser especiales. Todos odian el dinero, pero una vez obtenido nadie lo regala. Todos aborrecen la religión, pero abrazan sus propios dogmas inventados día a día. Todos ignoran la política, pero durante toda la vida no hacen más que votar a los mismos líderes que se alternan el poder entre ellos. Todos consideran que el estudio es lo más importante, pero odian las calificaciones.",https://www.madrid.es/UnidadWeb/UGBBDD/MadridDestino/ficheros/MADRID_DESTINO_35197_es.jpeg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=82293acad95f9710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/danza,true,Presencial,,,,Jovenes,16-,2022-06-24T19:00+01:00,2022-07-10,Por empezar,Madrid,Madrid,Naves Español en Matadero,6963121,PASEO CHOPERA 14,28045
11636800,El libro que se sentía solo,"Actividad de animación a la lectura, para niñas y niños de 5 a 8 años, en la que disfrutaremos de este libro a través de diferentes recursos que nos hagan disfrutar de la misma. Imprescindible inscripción previa a través de formulario disponible, a partir del 4 de abril, en el apartado 'Información relacionada' Por cada inscripción entrará el menor participante acompañado de un adulto. La biblioteca confirmará la inscripción.",https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/ActividadesBPM/CuentosInfantiles/HorasDeCuento/ficheros/LaHoradelCuentoPioBaroja_260x260.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=15f03301c1bbf710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/cuento,true,Presencial,,,Infantil,,5-8,2022-04-21T18:00+01:00,2022-04-21,Terminado,Madrid,Madrid,Biblioteca Pública Municipal Pío Baroja (Arganzuela),1763,CALLE ARGANDA 12,28005
11638469,El profesor chiflado,Magia infantil. Sinopsis: Un espectáculo en el que la ciencia y la magia se unen de la mano para sorprender a los más pequeños con divertidos experimentos y juegos de magia. ,https://www.madrid.es/UnidadesDescentralizadas/DistritoMoratalaz/Actividades/2022/Abril/ficheros/chiflado.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c96fb2b0ea0cf710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/pelicula,true,Presencial,,,Infantil,,3-12,2022-04-09T18:00+01:00,2022-04-09,Terminado,Madrid,Madrid,Centro Cultural el Torito (Moratalaz),1940,AVENIDA MORATALAZ 130,28030
11643150,En un muelle de Normandía,"Una reconocida autora decide escribir un libro sobre la precariedad laboral. Para ello, ocultando su identidad, consigue trabajo como limpiadora en un pueblo de Normandía, y descubre una vida ignorada por el resto de la sociedad.",https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/SanBlas/ficheros/lossabcine.bmp,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=65c5f832825df710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/pelicula,true,Presencial,,,Jovenes,,12-,2022-06-04T19:00+01:00,2022-06-04T20:45+01:00,Por empezar,Madrid,Madrid,Centro Cultural Buero Vallejo (San Blas - Canillejas),1943,CALLE BOLTA&amp;Ntilde;A 27,28022
11413111,En un sol amarillo. Memorias de un temblor,"En un sol amarillo es una obra que reflexiona sobre la tragedia y la corrupción, recuenta la historia de una comunidad frente a la devastación. Está basada en el terremoto que en 1998 dejó decenas de comunidades bolivianas destruidas. ",https://www.madrid.es/UnidadWeb/UGBBDD/MadridDestino/ficheros/MADRID_DESTINO_35198_es.jpeg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=41793acad95f9710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/teatro,true,Presencial,,,Todos los publicos,,12-,2022-07-13T19:30+01:00,2022-07-17,Por empezar,Madrid,Madrid,Naves Español en Matadero,6963121,PASEO CHOPERA 14,28045
11514185,Espacio de crianza y juego libre,El día 9 de noviembre dará comienzo el Espacio de Crianza y Juego Libre.,https://www.madrid.es/UnidadesDescentralizadas/DistritoRetiro/FICHEROS/FICHEROS%20ACTIVIDADES%20NOVIEMBRE/crianza.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cfe713f0840fc710VgnVCM1000001d4a900aRCRD,HTML,true,,true,Presencial,,,Familias,,0-,2021-11-09T17:30+01:00,2022-06-28,Por empezar,Madrid,Madrid,Centro Sociocultural Clara Campoamor (Retiro),8637537,PLAZA DAOIZ Y VELARDE 2,28007
11580736,GET NO - Latina,"GET NO es un lugar de paso en el que contemplar, un no lugar. Un millón de rincones transitables y encuentros fugaces como en un aeropuerto. Personas que se detienen, historias breves que son observadas en el tiempo que dura un pestañear de ojos o que puede durar eternamente.",https://www.madrid.es/UnidadesDescentralizadas/CiudadDistrito/ficheros/CIUDAD_DISTRITO_132606_es.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a361fc9c969e710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/danza,true,Presencial,,,Jovenes,,16-,2022-06-18T19:00+01:00,2022-06-18,Por empezar,Madrid,Madrid,Auditorio y sala de exposiciones Paco de Lucía (Latina),139451,AVENIDA LAS AGUILAS 2,28044
